timestamp,pct_net,headroom_discharge_mw,headroom_charge_mw,mkt_power_mw,cmd_power_mw,executed_mwh,soc_pct
2024-01-01 00:15:00,-3.8450436435917377,1.0,1.0,-0.038450436435917376,-0.038450436435917376,-0.009612609108979344,50.480630455448974
2024-01-01 00:30:00,-1.137187797078904,1.0,1.0,-0.01137187797078904,-0.01137187797078904,-0.00284296949269726,50.62277893008383
2024-01-01 00:45:00,-3.610785584651283,1.0,1.0,-0.036107855846512826,-0.036107855846512826,-0.009026963961628207,51.074127128165244
2024-01-01 01:00:00,-7.400501253132831,1.0,1.0,-0.07400501253132831,-0.07400501253132831,-0.018501253132832077,51.99918978480685
2024-01-01 01:15:00,3.304053236539625,1.0,1.0,0.03304053236539625,0.03304053236539625,0.008260133091349063,51.586183130239405
2024-01-01 01:30:00,0.688047705470573,1.0,1.0,0.006880477054705731,0.006880477054705731,0.0017201192636764327,51.50017716705558
2024-01-01 01:45:00,-0.005617492005876801,1.0,1.0,-5.6174920058768004e-05,-5.6174920058768004e-05,-1.4043730014692001e-05,51.500879353556314
2024-01-01 02:00:00,-0.8133264194970182,1.0,1.0,-0.008133264194970182,-0.008133264194970182,-0.0020333160487425454,51.60254515599344
2024-01-01 02:15:00,19.365811079422695,1.0,1.0,0.19365811079422696,0.19365811079422696,0.04841452769855674,49.18181877106561
2024-01-01 02:30:00,10.44729064039409,1.0,1.0,0.1044729064039409,0.1044729064039409,0.026118226600985225,47.875907441016345
2024-01-01 02:45:00,-0.9504105090311987,1.0,1.0,-0.009504105090311988,-0.009504105090311988,-0.002376026272577997,47.99470875464525
2024-01-01 03:00:00,-4.60411373260738,1.0,1.0,-0.0460411373260738,-0.0460411373260738,-0.01151028433151845,48.57022297122117
2024-01-01 03:15:00,0.9843228761559069,1.0,1.0,0.009843228761559068,0.009843228761559068,0.002460807190389767,48.447182611701685
2024-01-01 03:30:00,-0.7135770460634345,1.0,1.0,-0.007135770460634345,-0.007135770460634345,-0.0017839426151585863,48.536379742459616
2024-01-01 03:45:00,-5.693233082706767,1.0,1.0,-0.05693233082706767,-0.05693233082706767,-0.014233082706766917,49.24803387779796
2024-01-01 04:00:00,-12.314786967418549,1.0,1.0,-0.12314786967418549,-0.12314786967418549,-0.030786967418546373,50.78738224872528
2024-01-01 04:15:00,-1.8706766917293234,1.0,1.0,-0.018706766917293234,-0.018706766917293234,-0.0046766917293233085,51.02121683519144
2024-01-01 04:30:00,2.008192896033187,1.0,1.0,0.02008192896033187,0.02008192896033187,0.005020482240082967,50.77019272318729
2024-01-01 04:45:00,0.372673061965258,1.0,1.0,0.0037267306196525803,0.0037267306196525803,0.0009316826549131451,50.723608590441636
2024-01-01 05:00:00,-0.08899835796387517,1.0,1.0,-0.0008899835796387517,-0.0008899835796387517,-0.00022249589490968793,50.73473338518713
2024-01-01 05:15:00,0.22979863451732788,1.0,1.0,0.002297986345173279,0.002297986345173279,0.0005744965862933197,50.70600855587246
2024-01-01 05:30:00,-0.1537464350531501,1.0,1.0,-0.001537464350531501,-0.001537464350531501,-0.00038436608763287527,50.725226860254104
2024-01-01 05:45:00,0.7323999654308185,1.0,1.0,0.007323999654308185,0.007323999654308185,0.0018309999135770463,50.63367686457525
2024-01-01 06:00:00,-0.033946936306282816,1.0,1.0,-0.00033946936306282813,-0.00033946936306282813,-8.486734076570703e-05,50.637920231613535
2024-01-01 06:15:00,1.1773399014778325,1.0,1.0,0.011773399014778325,0.011773399014778325,0.002943349753694581,50.4907527439288
2024-01-01 06:30:00,1.505937256935442,1.0,1.0,0.01505937256935442,0.01505937256935442,0.003764843142338605,50.30251058681186
2024-01-01 06:45:00,0.6977443609022558,1.0,1.0,0.006977443609022558,0.006977443609022558,0.0017443609022556395,50.215292541699085
2024-01-01 07:00:00,0.47079768386483456,1.0,1.0,0.004707976838648345,0.004707976838648345,0.0011769942096620863,50.15644283121598
2024-01-01 07:15:00,0.0072422435398841745,1.0,1.0,7.242243539884174e-05,7.242243539884174e-05,1.8105608849710435e-05,50.1555375507735
2024-01-01 07:30:00,-0.1844265837006309,1.0,1.0,-0.001844265837006309,-0.001844265837006309,-0.00046106645925157724,50.17859087373607
2024-01-01 07:45:00,-6.862639357013223,1.0,1.0,-0.06862639357013223,-0.06862639357013223,-0.017156598392533057,51.03642079336272
2024-01-01 08:00:00,-1.646046149857402,1.0,1.0,-0.016460461498574018,-0.016460461498574018,-0.0041151153746435045,51.2421765620949
2024-01-01 08:15:00,-20.698090052718,1.0,1.0,-0.20698090052718002,-0.20698090052718002,-0.051745225131795004,53.829437818684646
2024-01-01 08:30:00,-36.33483709273183,1.0,1.0,-0.3633483709273183,-0.3633483709273183,-0.09083709273182958,58.37129245527613
2024-01-01 08:45:00,-38.54937343358396,1.0,1.0,-0.3854937343358396,-0.3854937343358396,-0.0963734335839599,63.18996413447412
