timestamp_local,timestamp_utc,BG_long_ct_per_kWh,BG_short_ct_per_kWh,source_file
2024-04-26 22:30:00+02:00,2024-04-26 20:30:00+00:00,2.34,14.46,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-26 22:45:00+02:00,2024-04-26 20:45:00+00:00,2.13,12.6,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-26 23:00:00+02:00,2024-04-26 21:00:00+00:00,2.17,16.87,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-26 23:15:00+02:00,2024-04-26 21:15:00+00:00,-1.33,15.21,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-26 23:30:00+02:00,2024-04-26 21:30:00+00:00,0.66,12.83,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-26 23:45:00+02:00,2024-04-26 21:45:00+00:00,-0.45,11.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 00:00:00+02:00,2024-04-26 22:00:00+00:00,2.79,21.03,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 00:15:00+02:00,2024-04-26 22:15:00+00:00,4.24,18.69,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 00:30:00+02:00,2024-04-26 22:30:00+00:00,4.33,16.77,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 00:45:00+02:00,2024-04-26 22:45:00+00:00,3.67,13.94,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 01:00:00+02:00,2024-04-26 23:00:00+00:00,4.59,20.48,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 01:15:00+02:00,2024-04-26 23:15:00+00:00,4.26,15.22,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 01:30:00+02:00,2024-04-26 23:30:00+00:00,4.39,15.59,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 01:45:00+02:00,2024-04-26 23:45:00+00:00,4.23,13.4,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 02:00:00+02:00,2024-04-27 00:00:00+00:00,4.4,17.3,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 02:15:00+02:00,2024-04-27 00:15:00+00:00,3.3,15.79,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 02:30:00+02:00,2024-04-27 00:30:00+00:00,3.85,16.09,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 02:45:00+02:00,2024-04-27 00:45:00+00:00,1.2,12.7,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 03:00:00+02:00,2024-04-27 01:00:00+00:00,2.23,16.05,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 03:15:00+02:00,2024-04-27 01:15:00+00:00,4.35,13.91,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 03:30:00+02:00,2024-04-27 01:30:00+00:00,4.38,13.64,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 03:45:00+02:00,2024-04-27 01:45:00+00:00,4.55,15.21,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 04:00:00+02:00,2024-04-27 02:00:00+00:00,4.42,16.02,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 04:15:00+02:00,2024-04-27 02:15:00+00:00,6.71,18.45,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 04:30:00+02:00,2024-04-27 02:30:00+00:00,3.7,16.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 04:45:00+02:00,2024-04-27 02:45:00+00:00,3.69,17.42,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 05:00:00+02:00,2024-04-27 03:00:00+00:00,6.74,18.18,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 05:15:00+02:00,2024-04-27 03:15:00+00:00,3.27,17.52,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 05:30:00+02:00,2024-04-27 03:30:00+00:00,3.93,13.51,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 05:45:00+02:00,2024-04-27 03:45:00+00:00,4.27,14.51,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 06:00:00+02:00,2024-04-27 04:00:00+00:00,3.11,13.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 06:15:00+02:00,2024-04-27 04:15:00+00:00,4.37,14.39,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 06:30:00+02:00,2024-04-27 04:30:00+00:00,3.54,12.93,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 06:45:00+02:00,2024-04-27 04:45:00+00:00,2.07,13.7,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 07:00:00+02:00,2024-04-27 05:00:00+00:00,4.06,15.63,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 07:15:00+02:00,2024-04-27 05:15:00+00:00,4.08,14.15,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 07:30:00+02:00,2024-04-27 05:30:00+00:00,0.77,12.75,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 07:45:00+02:00,2024-04-27 05:45:00+00:00,1.27,13.49,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 08:00:00+02:00,2024-04-27 06:00:00+00:00,3.61,15.41,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 08:15:00+02:00,2024-04-27 06:15:00+00:00,-2.33,13.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 08:30:00+02:00,2024-04-27 06:30:00+00:00,-25.13,11.41,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 08:45:00+02:00,2024-04-27 06:45:00+00:00,-29.02,7.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 09:00:00+02:00,2024-04-27 07:00:00+00:00,-1.45,14.38,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 09:15:00+02:00,2024-04-27 07:15:00+00:00,-9.58,11.4,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 09:30:00+02:00,2024-04-27 07:30:00+00:00,-26.18,6.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 09:45:00+02:00,2024-04-27 07:45:00+00:00,-60.0,6.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 10:00:00+02:00,2024-04-27 08:00:00+00:00,-16.17,9.1,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 10:15:00+02:00,2024-04-27 08:15:00+00:00,-47.93,8.77,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 10:30:00+02:00,2024-04-27 08:30:00+00:00,-42.02,4.36,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 10:45:00+02:00,2024-04-27 08:45:00+00:00,-129.93,4.36,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 11:00:00+02:00,2024-04-27 09:00:00+00:00,-38.54,4.5,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 11:15:00+02:00,2024-04-27 09:15:00+00:00,-106.17,4.52,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 11:30:00+02:00,2024-04-27 09:30:00+00:00,-116.91,4.47,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 11:45:00+02:00,2024-04-27 09:45:00+00:00,-129.04,4.43,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 12:00:00+02:00,2024-04-27 10:00:00+00:00,-560.37,1.48,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 12:15:00+02:00,2024-04-27 10:15:00+00:00,-424.54,1.5,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 12:30:00+02:00,2024-04-27 10:30:00+00:00,-425.27,1.48,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 12:45:00+02:00,2024-04-27 10:45:00+00:00,-449.68,1.49,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 13:00:00+02:00,2024-04-27 11:00:00+00:00,-549.42,0.7,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 13:15:00+02:00,2024-04-27 11:15:00+00:00,-635.74,0.31,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 13:30:00+02:00,2024-04-27 11:30:00+00:00,-633.78,0.31,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 13:45:00+02:00,2024-04-27 11:45:00+00:00,-642.76,0.31,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 14:00:00+02:00,2024-04-27 12:00:00+00:00,-407.79,0.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 14:15:00+02:00,2024-04-27 12:15:00+00:00,-506.99,0.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 14:30:00+02:00,2024-04-27 12:30:00+00:00,-506.99,0.6,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 14:45:00+02:00,2024-04-27 12:45:00+00:00,-507.09,0.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 15:00:00+02:00,2024-04-27 13:00:00+00:00,-211.67,0.57,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 15:15:00+02:00,2024-04-27 13:15:00+00:00,-134.14,0.58,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 15:30:00+02:00,2024-04-27 13:30:00+00:00,-124.41,3.78,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 15:45:00+02:00,2024-04-27 13:45:00+00:00,-137.84,6.39,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 16:00:00+02:00,2024-04-27 14:00:00+00:00,-46.03,4.81,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 16:15:00+02:00,2024-04-27 14:15:00+00:00,-43.07,4.62,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 16:30:00+02:00,2024-04-27 14:30:00+00:00,-41.36,4.65,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 16:45:00+02:00,2024-04-27 14:45:00+00:00,-29.34,4.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 17:00:00+02:00,2024-04-27 15:00:00+00:00,-16.94,11.55,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 17:15:00+02:00,2024-04-27 15:15:00+00:00,-33.07,11.86,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 17:30:00+02:00,2024-04-27 15:30:00+00:00,-16.27,12.58,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 17:45:00+02:00,2024-04-27 15:45:00+00:00,-10.98,13.83,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 18:00:00+02:00,2024-04-27 16:00:00+00:00,-9.24,12.66,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 18:15:00+02:00,2024-04-27 16:15:00+00:00,-4.82,13.03,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 18:30:00+02:00,2024-04-27 16:30:00+00:00,2.29,14.25,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 18:45:00+02:00,2024-04-27 16:45:00+00:00,2.29,15.84,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 19:00:00+02:00,2024-04-27 17:00:00+00:00,-2.68,13.96,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 19:15:00+02:00,2024-04-27 17:15:00+00:00,1.6,13.82,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 19:30:00+02:00,2024-04-27 17:30:00+00:00,3.44,14.35,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 19:45:00+02:00,2024-04-27 17:45:00+00:00,3.84,13.82,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 20:00:00+02:00,2024-04-27 18:00:00+00:00,0.88,13.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 20:15:00+02:00,2024-04-27 18:15:00+00:00,2.57,13.79,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 20:30:00+02:00,2024-04-27 18:30:00+00:00,2.81,13.76,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 20:45:00+02:00,2024-04-27 18:45:00+00:00,-0.58,14.7,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 21:00:00+02:00,2024-04-27 19:00:00+00:00,2.5,16.28,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 21:15:00+02:00,2024-04-27 19:15:00+00:00,3.74,15.36,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 21:30:00+02:00,2024-04-27 19:30:00+00:00,2.07,13.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 21:45:00+02:00,2024-04-27 19:45:00+00:00,-5.19,12.6,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 22:00:00+02:00,2024-04-27 20:00:00+00:00,-2.21,14.06,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 22:15:00+02:00,2024-04-27 20:15:00+00:00,2.48,13.91,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 22:30:00+02:00,2024-04-27 20:30:00+00:00,2.2,13.69,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 22:45:00+02:00,2024-04-27 20:45:00+00:00,-7.03,11.52,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 23:00:00+02:00,2024-04-27 21:00:00+00:00,0.68,15.1,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 23:15:00+02:00,2024-04-27 21:15:00+00:00,0.47,12.4,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 23:30:00+02:00,2024-04-27 21:30:00+00:00,-0.02,11.23,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-27 23:45:00+02:00,2024-04-27 21:45:00+00:00,-3.2,10.3,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 00:00:00+02:00,2024-04-27 22:00:00+00:00,-5.87,11.49,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 00:15:00+02:00,2024-04-27 22:15:00+00:00,-0.31,12.79,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 00:30:00+02:00,2024-04-27 22:30:00+00:00,-4.98,10.01,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 00:45:00+02:00,2024-04-27 22:45:00+00:00,-15.75,6.55,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 01:00:00+02:00,2024-04-27 23:00:00+00:00,-4.16,10.58,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 01:15:00+02:00,2024-04-27 23:15:00+00:00,1.09,10.41,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 01:30:00+02:00,2024-04-27 23:30:00+00:00,0.69,10.06,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 01:45:00+02:00,2024-04-27 23:45:00+00:00,-2.47,10.01,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 02:00:00+02:00,2024-04-28 00:00:00+00:00,2.23,10.47,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 02:15:00+02:00,2024-04-28 00:15:00+00:00,-24.82,10.1,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 02:30:00+02:00,2024-04-28 00:30:00+00:00,-18.97,10.09,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 02:45:00+02:00,2024-04-28 00:45:00+00:00,-22.9,6.33,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 03:00:00+02:00,2024-04-28 01:00:00+00:00,-9.51,9.6,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 03:15:00+02:00,2024-04-28 01:15:00+00:00,-4.65,9.62,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 03:30:00+02:00,2024-04-28 01:30:00+00:00,-14.81,4.75,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 03:45:00+02:00,2024-04-28 01:45:00+00:00,-11.63,9.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 04:00:00+02:00,2024-04-28 02:00:00+00:00,-0.38,8.17,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 04:15:00+02:00,2024-04-28 02:15:00+00:00,-1.05,8.19,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 04:30:00+02:00,2024-04-28 02:30:00+00:00,-0.52,8.14,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 04:45:00+02:00,2024-04-28 02:45:00+00:00,-2.59,8.19,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 05:00:00+02:00,2024-04-28 03:00:00+00:00,-3.15,8.12,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 05:15:00+02:00,2024-04-28 03:15:00+00:00,-7.48,8.12,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 05:30:00+02:00,2024-04-28 03:30:00+00:00,-8.44,8.13,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 05:45:00+02:00,2024-04-28 03:45:00+00:00,-13.64,4.07,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 06:00:00+02:00,2024-04-28 04:00:00+00:00,-15.8,3.12,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 06:15:00+02:00,2024-04-28 04:15:00+00:00,-14.76,3.12,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 06:30:00+02:00,2024-04-28 04:30:00+00:00,-17.93,3.12,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 06:45:00+02:00,2024-04-28 04:45:00+00:00,-6.38,6.09,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 07:00:00+02:00,2024-04-28 05:00:00+00:00,-4.87,2.8,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 07:15:00+02:00,2024-04-28 05:15:00+00:00,-5.17,2.88,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 07:30:00+02:00,2024-04-28 05:30:00+00:00,-5.51,2.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 07:45:00+02:00,2024-04-28 05:45:00+00:00,-0.84,2.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 08:00:00+02:00,2024-04-28 06:00:00+00:00,-0.83,13.35,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 08:15:00+02:00,2024-04-28 06:15:00+00:00,-2.3,10.53,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 08:30:00+02:00,2024-04-28 06:30:00+00:00,-1.12,9.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 08:45:00+02:00,2024-04-28 06:45:00+00:00,-3.74,9.74,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 09:00:00+02:00,2024-04-28 07:00:00+00:00,-2.92,9.45,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 09:15:00+02:00,2024-04-28 07:15:00+00:00,-2.32,9.45,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 09:30:00+02:00,2024-04-28 07:30:00+00:00,-3.09,9.45,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 09:45:00+02:00,2024-04-28 07:45:00+00:00,-13.05,9.45,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 10:00:00+02:00,2024-04-28 08:00:00+00:00,-5.61,8.2,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 10:15:00+02:00,2024-04-28 08:15:00+00:00,-10.15,8.2,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 10:30:00+02:00,2024-04-28 08:30:00+00:00,-14.66,10.21,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 10:45:00+02:00,2024-04-28 08:45:00+00:00,-23.89,10.17,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 11:00:00+02:00,2024-04-28 09:00:00+00:00,-25.53,7.95,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 11:15:00+02:00,2024-04-28 09:15:00+00:00,-16.47,4.49,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 11:30:00+02:00,2024-04-28 09:30:00+00:00,-8.97,1.9,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 11:45:00+02:00,2024-04-28 09:45:00+00:00,-17.06,4.43,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 12:00:00+02:00,2024-04-28 10:00:00+00:00,-2.93,17.99,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 12:15:00+02:00,2024-04-28 10:15:00+00:00,-6.31,19.22,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 12:30:00+02:00,2024-04-28 10:30:00+00:00,-6.75,6.51,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 12:45:00+02:00,2024-04-28 10:45:00+00:00,-9.61,7.92,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 13:00:00+02:00,2024-04-28 11:00:00+00:00,-11.99,7.98,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 13:15:00+02:00,2024-04-28 11:15:00+00:00,-11.63,7.98,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 13:30:00+02:00,2024-04-28 11:30:00+00:00,-10.78,8.98,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 13:45:00+02:00,2024-04-28 11:45:00+00:00,-14.19,9.24,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 14:00:00+02:00,2024-04-28 12:00:00+00:00,-14.27,8.91,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 14:15:00+02:00,2024-04-28 12:15:00+00:00,-12.84,8.91,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 14:30:00+02:00,2024-04-28 12:30:00+00:00,-14.71,9.39,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 14:45:00+02:00,2024-04-28 12:45:00+00:00,-13.56,9.39,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 15:00:00+02:00,2024-04-28 13:00:00+00:00,-9.33,11.26,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 15:15:00+02:00,2024-04-28 13:15:00+00:00,-8.34,8.86,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 15:30:00+02:00,2024-04-28 13:30:00+00:00,-4.21,8.95,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 15:45:00+02:00,2024-04-28 13:45:00+00:00,-11.28,10.61,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 16:00:00+02:00,2024-04-28 14:00:00+00:00,-18.05,9.04,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 16:15:00+02:00,2024-04-28 14:15:00+00:00,-27.33,9.04,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 16:30:00+02:00,2024-04-28 14:30:00+00:00,-7.11,9.08,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 16:45:00+02:00,2024-04-28 14:45:00+00:00,-9.05,9.15,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 17:00:00+02:00,2024-04-28 15:00:00+00:00,-33.1,9.13,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 17:15:00+02:00,2024-04-28 15:15:00+00:00,-12.84,9.25,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 17:30:00+02:00,2024-04-28 15:30:00+00:00,-5.23,20.49,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 17:45:00+02:00,2024-04-28 15:45:00+00:00,-0.37,21.41,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 18:00:00+02:00,2024-04-28 16:00:00+00:00,-16.91,13.52,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 18:15:00+02:00,2024-04-28 16:15:00+00:00,-1.56,11.14,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 18:30:00+02:00,2024-04-28 16:30:00+00:00,-0.55,11.98,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 18:45:00+02:00,2024-04-28 16:45:00+00:00,-0.37,17.01,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 19:00:00+02:00,2024-04-28 17:00:00+00:00,0.3,14.64,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 19:15:00+02:00,2024-04-28 17:15:00+00:00,1.03,11.48,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 19:30:00+02:00,2024-04-28 17:30:00+00:00,3.19,12.52,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 19:45:00+02:00,2024-04-28 17:45:00+00:00,3.67,13.58,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 20:00:00+02:00,2024-04-28 18:00:00+00:00,3.07,12.37,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 20:15:00+02:00,2024-04-28 18:15:00+00:00,4.06,12.98,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 20:30:00+02:00,2024-04-28 18:30:00+00:00,1.84,12.4,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 20:45:00+02:00,2024-04-28 18:45:00+00:00,2.37,12.38,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 21:00:00+02:00,2024-04-28 19:00:00+00:00,3.81,12.46,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 21:15:00+02:00,2024-04-28 19:15:00+00:00,1.04,13.13,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 21:30:00+02:00,2024-04-28 19:30:00+00:00,-1.61,12.08,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 21:45:00+02:00,2024-04-28 19:45:00+00:00,-15.6,11.03,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 22:00:00+02:00,2024-04-28 20:00:00+00:00,-7.69,14.63,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 22:15:00+02:00,2024-04-28 20:15:00+00:00,-6.35,11.07,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 22:30:00+02:00,2024-04-28 20:30:00+00:00,-3.04,11.73,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 22:45:00+02:00,2024-04-28 20:45:00+00:00,-10.3,11.73,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 23:00:00+02:00,2024-04-28 21:00:00+00:00,-11.92,12.95,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 23:15:00+02:00,2024-04-28 21:15:00+00:00,-0.72,12.64,swissgrid-prices-for-balance-energy_240401-240501.xlsx
2024-04-28 23:30:00+02:00,2024-04-28 21:30:00+00:00,-2.38,11.51,swissgrid-prices-for-balance-energy_240401-240501.xlsx
