timestamp,pct_net,market_budget_max_mw,bias_budget_max_mw,market_power_mw,bias_power_need_mw,bias_power_mw,cmd_power_mw,executed_mwh,soc_pct,dev_prev_mwh,dev_prev_pct,dev_end_market_only_mwh,dev_end_actual_mwh,bias_wrong_way
2024-01-01 00:15:00,-3.8450436435917377,0.6799999999999999,0.32,-0.038450436435917376,0.0,0.0,-0.038450436435917376,-0.009612609108979344,50.480630455448974,0.0,0.0,0.009612609108979344,0.009612609108979344,False
2024-01-01 00:30:00,-1.137187797078904,0.6799999999999999,0.32,-0.01137187797078904,0.03845043643591772,0.03845043643591772,0.02707855846512868,0.00676963961628217,50.142148474634865,0.00961260910897943,0.48063045544897154,0.012455578601676691,0.0028429694926972605,False
2024-01-01 00:45:00,-3.610785584651283,0.6799999999999999,0.32,-0.036107855846512826,0.01137187797078898,0.01137187797078898,-0.024735977875723847,-0.006183994468930962,50.45134819808141,0.002842969492697245,0.14214847463486224,0.011869933454325451,0.009026963961628207,False
2024-01-01 01:00:00,-7.400501253132831,0.6799999999999999,0.32,-0.07400501253132831,0.036107855846513104,0.036107855846513104,-0.037897156684815206,-0.009474289171203801,50.92506265664161,0.009026963961628276,0.4513481980814138,0.027528217094460353,0.018501253132832077,False
2024-01-01 01:15:00,3.304053236539625,0.6799999999999999,0.32,0.03304053236539625,0.07400501253132852,0.07400501253132852,0.10704554489672477,0.026761386224181193,49.586993345432546,0.01850125313283213,0.9250626566416065,0.010241120041483066,-0.008260133091349063,False
2024-01-01 01:30:00,0.688047705470573,0.6799999999999999,0.32,0.006880477054705731,-0.03304053236539639,-0.03304053236539639,-0.026160055310690662,-0.0065400138276726656,49.91399403681618,-0.008260133091349098,-0.4130066545674549,-0.00998025235502553,-0.0017201192636764322,False
2024-01-01 01:45:00,-0.005617492005876801,0.6799999999999999,0.32,-5.6174920058768004e-05,-0.006880477054705736,-0.006880477054705736,-0.006936651974764504,-0.001734162993691126,50.00070218650073,-0.001720119263676434,-0.0860059631838217,-0.001706075533661742,1.4043730014691967e-05,False
2024-01-01 02:00:00,-0.8133264194970182,0.6799999999999999,0.32,-0.008133264194970182,5.617492005871583e-05,5.617492005871583e-05,-0.008077089274911466,-0.0020192723187278665,50.101665802437125,1.4043730014678957e-05,0.0007021865007339478,0.0020473597787572244,0.0020333160487425454,False
2024-01-01 02:15:00,19.365811079422695,0.6799999999999999,0.32,0.19365811079422696,0.008133264194969847,0.008133264194969847,0.2017913749891968,0.0504478437472992,47.57927361507217,0.0020333160487424617,0.10166580243712309,-0.04638121164981428,-0.04841452769855674,False
2024-01-01 02:30:00,10.44729064039409,0.6799999999999999,0.32,0.1044729064039409,-0.1936581107942268,-0.1936581107942268,-0.08918520439028589,-0.022296301097571473,48.694088669950744,-0.0484145276985567,-2.4207263849278347,-0.07453275429954193,-0.026118226600985225,False
